用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
忆鲨y,保密,想啥呢，猫被创死就是因为智商低,Baipiao小猫咪,2级评论,5,13,2025-03-28 22:30:20
忆鲨y,保密,回复 @_听日_ :主要原因不是狗饼大，猫的行为比狗傻一点,Baipiao小猫咪,2级评论,5,1,2025-03-29 08:42:04
一麻袋天湖,保密,野猫喜欢夜间游荡。狗夜间会回家。,,1级评论,6,22,2025-03-20 18:10:28
梦到你决定,男,有 只不过少见,,1级评论,5,21,2025-03-28 19:34:40
大蜜桃i,女,回复 @不说话时间 :第一个车压死，后边的车又压了一遍，最后成饼,梦到你决定,2级评论,4,2,2025-03-28 19:58:05
不说话时间,保密,太大只了，怎么压扁,梦到你决定,2级评论,4,2,2025-03-28 19:36:38
落月剑侠,保密,我开车这些年压死的猫都快两位数了,,1级评论,6,24,2025-03-24 18:54:33
双层防烫开水壶,保密,"就当是自然选择淘汰掉傻猫吧。
记得压过去的时候在心里默念一声，前进四！[滑稽][滑稽][滑稽]",落月剑侠,2级评论,6,14,2025-03-25 17:57:22
巨浪二喷子,保密,压死就压死了，又不是故意弄死的，自己作死死就死了,落月剑侠,2级评论,3,7,2025-03-26 21:01:06
彬彬ccccccc,保密,我经常见🐭饼,,1级评论,2,20,2025-03-29 21:51:09
南生木12,男,那是“鼠”片[脱单doge],彬彬ccccccc,2级评论,4,7,2025-03-30 02:46:23
不如睡会觉ovo,保密,智商不够的就乱跑，典型农村的鸡，往你车轮底下钻,彬彬ccccccc,2级评论,6,0,2025-04-01 21:50:33
猫毛沾满身,男,为什么马路上被撞死的猫比狗多，原因很简单：狗会非常单纯地选择迅速逃离或者迅速通过，至于会不会被撞是完全赌脸，绝大多数司机看到有物体飞速靠近，下意识都会减一下速或者稍微躲一下，就无形中增加了狗安全和死亡的变量；猫的话，在迅速逃离或者迅速通过的选项里，还会选择直接躲进离自己最近的狭小空间（这就是为什么猫在房间里会躲床底下），然而那个状况下，车底就成了猫经常的选择……然后车主会以为猫已经通过或者远离了，然后就无了……,,1级评论,6,19,2025-03-29 21:50:51
黄金面包树,男,并非以为，单纯只是来不及刹车或者无所谓的,猫毛沾满身,2级评论,6,1,2025-04-07 17:30:34
秀没放假开会,保密,鼠饼我见过最多,,1级评论,5,19,2025-03-25 17:29:26
八号打假塞提前倒下,保密,那叫鼠片,秀没放假开会,2级评论,5,11,2025-03-25 19:59:28
雨暮北,保密,鼠饼应该是吃了老鼠药倒在路上的吧,秀没放假开会,2级评论,6,2,2025-03-25 23:45:51
森罗翔太郎,男,"狗也有很多被撞到的，之前有段时间夜间驱车返乡比较频繁，我走那个路就是撞到或差点撞到🐶的情况居多，可能是那个逼地方周边村子里夜间流窜狗太多了。
但是不知道是形状的力学还是啥原理，总之个人印象中小狗是被字面意义上“撞飞”、然后掉到路外路旁的居多，直接在路面被碾压、铺成干皮的少，所以让人产生🐶很少被撞的错觉",,1级评论,6,75,2025-03-27 23:17:57
森罗翔太郎,男,与此相对，猫和路边的散养鸡鸭，有时还有麻雀等小鸟，则是被碾压，就地压扁的居多,森罗翔太郎,2级评论,6,3,2025-03-27 23:19:26
泡芙豹,女,还有就是狗体型大压一次成不了饼容易被发现清理,森罗翔太郎,2级评论,6,0,2025-04-01 03:26:27
天使扉页,保密,[doge]差点给你带偏了，明明最多的是鼠饼。,,1级评论,6,18,2025-03-23 22:52:28
叫个暂停我玩会原神,男,狗一样会被撞，区别在于体型大不会卷进轮胎。猫喜欢爬到车内部，特别是冬天取暖。所以汽车发动的时候容易碾死,,1级评论,6,19,2025-03-26 09:09:19
因为个性所以没名字,保密,回复 @绿箩奥斯曼帝国 :被撞飞运气差就是内脏出血，慢性死亡。而被压到就是当场死了,叫个暂停我玩会原神,2级评论,5,1,2025-03-29 04:33:25
绿箩奥斯曼帝国,男,有时候车开的不快，我就看到撞到大狗被创得飞起来，但是狗皮糙肉厚的看起来没啥事，马上就跑开了，猫就直接交代了,叫个暂停我玩会原神,2级评论,5,1,2025-03-28 23:45:00
SNNNX,保密,猫的智商在动物界算倒数的存在了，猫xz喜欢来戏而已,,1级评论,6,24,2025-03-27 12:43:44
耶叔殉道者银阿川川,保密,一个劲冲用不太聪明可以解释，但是猫为什么会在已经到安全的地方的时候拐弯又跑回车底呢？看评论区有不少这种例子，实在想不通这个本能为什么会留下来，遇见危险逃出去又这回去不是会死的概率更大吗？这个本能怎么不仅没淘汰掉还广泛传播了。[思考],,1级评论,6,47,2025-03-27 14:03:13
旅鼠0519,男,猫的脑子没法理解“马路对面是安全的”这个概念，它只知道自己走过来的那条路线是安全的,耶叔殉道者银阿川川,2级评论,6,55,2025-03-29 01:10:05
AlegroCrisis,男,猫认为来的路肯定是安全的，所以判断前方危险就会原路返回。,耶叔殉道者银阿川川,2级评论,6,20,2025-03-29 12:45:52
Ayakmiki,男,猫真的很蠢，不知道哪里来的自信，总觉得自己能比车快，我自己养的这两只猫也很蠢，所以我从来不让它们出门玩，只让他们在院子里活动。,,1级评论,6,16,2025-03-26 10:22:20
ANNIHILATE-EX,女,这是猫的本能，不是所有动物智商都高的，用人的思维的话，自然界绝大多数都是蠢笨弱智低能的物种,Ayakmiki,2级评论,5,6,2025-03-28 20:33:10
红色只因情,保密,回复 @波琉卡世界第二可爱 : 利用动物天性为己所用而已，没必要分什么高低贵贱,Ayakmiki,2级评论,6,1,2025-04-06 21:36:35
晕3D仔,男,哈基运撸起猫来没轻没重的,,1级评论,4,13,2025-04-03 20:56:21
好想要一只猫,男,从小家住108国道旁，家里门面离国道就三米远，二十多年看下来，狗饼反而是最多的，村里的土狗相较于猫来说启动速度慢且不灵活，比较容易被创，还有一点是猫对于呼呼而过的半挂卡车是比较怕的，狗神经粗就胆大一点，所以经常能看到狗过马路而看不到猫过马路。别不服气，我打小就在山西国道边上看着，别的地方不说，我家门面开始沿着国道走前后100米的距离，你就找吧，一个月怎么着也能找着五六个饼，别说动物的了，人的我都见过两回，第一回9岁放学回家看到的，第二回就前两年的事，满载卡车刹都刹不住，染血的刹车印都有十来米，给家属打电话都是让带铲子过来的[微笑],,1级评论,6,12,2025-03-30 00:21:37
好想要一只猫,男,还有一件印象很深的事，去年冬天晚上十二点多回家，有只小狗就一直跟着我到了家门口，然后卧在我家门口不走了，寒冬腊月冻得小狗直抖，我说回去给它拿点吃的再找个小窝，在自家后院住下得了，等我两三分钟弄好了小狗也不见影了，往远处找找吧，得，已经血肉模糊一摊了。到现在想着还挺可惜的，一个多月大的小狗，炸毛黑色小狗，圆头圆脑的。,好想要一只猫,2级评论,6,3,2025-03-30 00:29:56
浩南海北,男,还有一个就是农村养狗确实多，狗本身数量就比猫多好几倍，我不说谁更容易被撞，假定他俩是一致的，农村家养的狗多，见到的狗饼就会多，城市里面和附近，流浪猫比流浪狗多好几倍，所以猫饼就多，我觉得主要还是看基数的,好想要一只猫,2级评论,6,5,2025-04-03 16:11:33
最炫炸逼风,保密,"狗饼也见到过
狗饼是夜间国道高速，狗没反应过来
猫饼是市区低速，猫主动往车下面凑",,1级评论,6,12,2025-03-26 10:34:43
想男人想疯了゛,男,小时候在乡下见过很多🐍片[doge],,1级评论,5,11,2025-03-25 22:16:51
溪顾咯,男,回复 @一ノ瀬林檎 :旮瘩宝是嘛呀,想男人想疯了゛,2级评论,6,0,2025-03-29 14:26:35
一ノ瀬林檎,保密,回复 @溪顾咯 :癞蛤蟆,想男人想疯了゛,2级评论,6,0,2025-03-29 14:46:37
远慕sama,保密,很简单的道理啊，猫智商低，就这么简单,,1级评论,6,15,2025-03-26 11:13:10
混子漓,保密,猫片和鼠片,,1级评论,5,10,2025-03-28 20:49:30
峰摄,保密,汤姆和杰瑞[星星眼],混子漓,2级评论,6,1,2025-04-02 10:23:09
枫树下埋藏着榴莲,男,猫都镶进去了,混子漓,2级评论,6,1,2025-04-04 17:10:31
看到广告就走,保密,压死的狗，大多数入锅了，不会放马路上,,1级评论,5,14,2025-03-28 12:19:49
普通人778,保密,那你去捡吧，特别是红灯的时候，正好少个人饼,看到广告就走,2级评论,5,23,2025-03-29 13:11:05
x8已存在,男,我不吃狗肉也不强烈反对别人吃肉狗，单纯想说你这评论确实很广西了[笑哭],看到广告就走,2级评论,6,8,2025-03-29 16:36:32
今天环奈和我结婚了吗,保密,没见过猫饼和狗饼，但见过很多蛇饼，小的时候每天上学路上都能见到小蛇饼，有时候还能看见正在横穿马路,,1级评论,6,9,2025-03-28 19:32:10
嘿嘿_GG,保密,IP正确。,今天环奈和我结婚了吗,2级评论,3,1,2025-03-28 19:35:41
回到故事的开篇,男,有老鼠赖克宝，有时候竟然还有螃蟹和鸟,今天环奈和我结婚了吗,2级评论,4,0,2025-03-30 17:35:40
古瑶惋,保密,我这最常见的是蛇饼和蛙蛙饼,,1级评论,5,9,2025-03-28 21:45:09
古瑶惋,保密,在广西那会儿[doge],古瑶惋,2级评论,5,1,2025-03-28 21:45:33
阳澄湖の大闸蟹吖,男,难道不是鼠片？[doge_金箍],古瑶惋,2级评论,5,0,2025-03-28 22:21:59
被遗忘的狐狸,男,之前单位旁边一户人家的猫总是横穿门口的马路去，身形很灵活，后来怀孕了，又去横穿马路去对面，估计是身体重了没有那么灵活了，结果被车压爆了，怀的好几个小猫崽子都快足月了。同一个地方过几天，我也过马路在等车过去的时候，面前两米的地方，一条流浪狗被一个车撞了又压，死的时候四肢紧绷伸直，路过的一个骑三轮车的老头笑嘻嘻地扔后面车斗里了，估计拿回去炖了[笑哭],,1级评论,6,11,2025-03-28 08:13:56
空旷的星空,保密,两个卡车，这个中间有一个小轿车饼或者叫人饼[笑]我第一次见那么扁的小轿车,被遗忘的狐狸,2级评论,6,0,2025-03-28 08:29:13
吉吉国木昆母,男,哈基米在被撞似前几秒还在对着车哈气[笑哭],,1级评论,4,8,2025-03-29 18:51:47
七彩炫光小汤圆,男,狗饼不常见罢了[doge]以前开车等红灯马路上见过一个后半截是狗饼，前半截还在那嚎，旁边它的小伙伴在那对着旁边的车叫唤[doge],,1级评论,6,8,2025-03-26 20:31:20
六套超哥,保密,狗是真烦但聪明自从上次骑车撞上猫摔跤后就觉得猫傻傻的我减速它就停在那我加速它又猛冲真的是一星期一个猫饼[笑哭],七彩炫光小汤圆,2级评论,4,1,2025-03-29 12:27:48
bili_239326346,保密,说到底就是这东西又蠢又贱,,1级评论,5,10,2025-03-27 08:45:12
一朵大牛马,保密,今年二月份的猫饼,,1级评论,5,7,2025-03-29 17:46:28
见崎鸣の猫,保密,这还没压成饼了，这时候还很好清理，扔到路边,一朵大牛马,2级评论,6,3,2025-03-31 01:47:18
彭格列XI代目,保密,回复 @一朵大牛马 : 哎，猫不仅蠢，好好养在家里还喜欢往外跑，拦都拦不住，有时候一开门就窜出去了，想去抓，跑的更快了，直接窜没影了，哎,一朵大牛马,2级评论,6,3,2025-03-31 11:55:51
飞翔的驴宝宝,保密,印象最深刻的是去黄山玩    台阶上密密麻麻的都是臭屁虫饼  整个黄山都一股臭屁虫味道  我是背帐篷上去过夜的  第二天早上收的时候特地清理了帐篷外的臭屁虫  回到家晒帐篷的时候仍然清理出好几个臭屁虫,,1级评论,5,7,2025-03-25 19:29:48
账号已注销,保密,狗子知道躲开车，哈基米蠢猫看到车不跑开，还对着迎面而来的车哈气。,,1级评论,0,9,2025-03-28 23:52:02
国风皮大胆,男,主要是现在也遇不见野狗，路上遇到没栓绳的狗城管直接抓走弄死，猫不会伤人也就没人管，导致满大街都是,账号已注销,2级评论,6,0,2025-03-28 23:59:38
科夫斯,保密,快哈气啊 哈吉米[星星眼],,1级评论,6,6,2025-03-25 08:56:13
铲车人358号,男,主要是没有流浪狗，你搁外边能看见10只流浪猫也可能看不见一只流浪狗[喜极而泣],,1级评论,6,6,2025-03-29 05:49:15
风在飞云在追,保密,流浪狗一般都会被抓的，怕咬人,铲车人358号,2级评论,5,6,2025-03-29 05:53:43
账号已注销,保密,这个确实，流浪狗很容易就被处理掉，流浪猫威胁不大，没人管,铲车人358号,2级评论,0,7,2025-03-29 10:28:51
大可汗汉斯,男,"你知道吗？哈基米有个逻辑bug不是开玩笑，是真bug。
它认为的安全位置 = 上面有遮挡+周围有遮挡。在自然界这是没问题的。可是车底+轮胎位置，也正好符合。
于是你骑车/开车的噪音，惊动了它，于是它开始寻找安全位置躲避。于是你车底+轮胎的位置，就成了它认为最安全的位置，符合它基因里对安全位置的全部本能。   这几乎就是无解的bug，只能通过自然选择来优化。",,1级评论,5,14,2025-03-29 12:44:05
喜多喜多7,男,看到动物惨死笑不出来，就算是老鼠甚至是昆虫吧,,1级评论,6,7,2025-03-31 12:12:50
喜多喜多7,男,回复 @Ba-Baltan :该创还得创 要是急转弯自己受伤了不值,喜多喜多7,2级评论,6,12,2025-03-31 16:12:32
Ba-Baltan,男,没办法自然选择的结果，开车的能让的都让了，我自己也因为前方有动物踩刹车差点人飞出去,喜多喜多7,2级评论,6,10,2025-03-31 13:38:05
黑月之剑,男,养了猫发现猫智商确实低,,1级评论,6,5,2025-04-10 09:57:23
黑月之剑,男,犯了错误也记不住,黑月之剑,2级评论,6,3,2025-04-10 09:58:09
憨批土豆雷,保密,bro觉得自己是猛虎王可以一个暴风星云裂干掉机车族[笑哭],,1级评论,5,5,2025-03-29 02:06:09
野生阿离,保密,我就见过猫饼，狗饼，鼠片，其他东西没见过，猫饼雀食多，鼠片也多，狗饼雀食少[doge],,1级评论,6,5,2025-03-28 21:01:51
内向金枪鱼,男,还看过擎天柱拯救咕咕一下给哈基米打成大残重伤加持续性流血哈基米最后必死无疑,野生阿离,2级评论,5,0,2025-03-28 21:04:51
活在比奇堡,男,狗饼少见是因为吃狗的多 没等变饼就被收了吃掉 或者半死就跑回家等死了,,1级评论,6,5,2025-03-27 12:03:12
霜月SSR,保密,前半句太牵强，后半句比较合理,活在比奇堡,2级评论,6,3,2025-03-28 12:37:39
_听日_,保密,前半句不对 狗一般不会被碾成饼 大多数会被创飞 然后没死爬起来或者死了被人捡起来丢到绿化带旁边 狗的体型摆在那 放路上不管容易出车祸,活在比奇堡,2级评论,5,1,2025-03-29 04:23:42
老王十八了,男,我见过狗子会看红绿灯，半夜和对象去遛狗，我们走后面，前面一个狗子在斑马线停下，绿灯才走的，当时都惊了，到处看是不是有人在指导，可大半夜周围一个人都没。,,1级评论,3,5,2025-03-29 18:01:57
午夜嚎叫的猫,保密,狗被撞死的多了去了，我就亲眼看到过，不过还没看到过猫被撞死的,,1级评论,6,11,2025-03-29 00:24:02
诸君痛饮福岛水,保密,高速猫是狗的好几倍,午夜嚎叫的猫,2级评论,6,5,2025-03-29 08:03:58
破壳喝了,保密,狗确实有，不过狗体型大，耐撞。吊着一口气跑一边死去了[吃瓜][吃瓜][吃瓜]而猫小小一只，直接变成泥了，跑都跑不了,午夜嚎叫的猫,2级评论,4,7,2025-03-29 08:44:43
咸鱼前往,保密,这不是我的猫  我的猫没有这么扁[doge],,1级评论,6,4,2025-04-04 10:01:08
