用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
可爱小橘猫OvO,女,"其实关于动物保护法，我认为是应当尽快出台的，但是以下论点其实欠缺考虑。
一.根据某某某调查，某某某研究，某某某数据显示，虐猫者有相当的概率会转为杀人犯，所以应当被法律处置。
这个想法看似有一些道理，但这行不通，因为法律虽然有震慑犯罪的作用，但这一作用的实现方法在于打击犯罪而不是进行“时间刺客”式的逮捕、惩罚，只有正在发生、已经发生，我们才能用法律采取动作。
如果我们打算对一个“有可能犯罪”的人采取行动，那会带来严重的危害。假如这个逻辑被应用到实际，那么一个长的比较丑的男生在路过女生宿舍的时候，就有可能面临法律责任。当你和舍友有所矛盾，然后你的舍友考研上岸之后，你就可能面临“将要杀人”，“报复舍友”的指控，因为这些都有案例，都可以被拿来作为指认“你是潜在罪犯”的证据。在这件事上也是如此，我们不能对一个没发生的事情就进行打击。
二.众生平等，动物也有生命，动物的生命应当被法律保护。
其实大家一定要以一个原则出发，那就是法律是为人服务的，而不是动物。之前某某动物园的猩猩用瓶子砸中了游客的眼睛，但动物园的工作人员在回应此事的时候，却说猩猩是在行使自卫权.......
这种观点很常见，它是出于人的感性与同情，这可以理解，但如果静下来心思考就会发现一个不得了的问题————如果要把动物的生命抬高到一定程度，那么极端素食主义者就会为此狂欢。你看，对于动物的生命来说，扑杀是杀，虐杀是杀，吃了不也是杀？只是情节不同而已，但都是对“生命权”的侵害，它们本质没有区别，只是一个五十步笑百步的区别！
所以一旦给予动物生命权并且严格执行，那么我们日常的相当一部分行为都不能正常行动。而如果只是给猫猫狗狗生命权，那还有虐爬宠，还有虐蜘蛛.........如果只认为猫猫狗狗有特权，那不还是以人的好恶决定生命的价值？
所以，对于虐杀动物的事件.......分两种情况。
一是虐杀别人的宠物，这种就是损害他人财产。
二是虐杀流浪动物，虐杀自己家的宠物。其实我们的争论点主要在这一方面，上述论点也都是想要避免这样的情况发生........
还是回到这样一个原点，即法律是为人服务的，因此要成立动物保护法，归根结底要看虐杀动物是不是造成了对人的侵害。
显然，有侵害。
这一侵害显而易见，至少对于我们大部分人看到被虐杀动物的视频的时候，都会产生极大的不适，这就是对公序良俗的侵害。",,1级评论,6,12,2023-03-01 19:40:11
吃瓜若叶睦,保密,我很赞同你的看法，我认为虐杀动物者该处罚，但不是他伤害了动物的生命权，而是因为他毁坏了饲主的财产，伤害了饲主及其他人的感情，破坏了群众的信任，违背了公序良俗。最终的逻辑应该是他因为虐杀动物，伤害了人，所以受到处罚才对。,可爱小橘猫OvO,2级评论,6,4,2023-03-01 19:58:19
驱魔电磁枪,保密,可以私下虐杀但不能传播，传播才是违法,可爱小橘猫OvO,2级评论,6,1,2023-11-30 16:25:37
zhs1789,保密,你们口口声声说虐猫的人最后很有可能去虐人。但我在视频中看到的是你们跳过了虐猫直接去虐人。,,1级评论,6,17,2023-03-03 18:59:36
巫师瓜瓜,男,这个人虐过猫了哦 是你没看到不代表没发生,zhs1789,2级评论,6,1,2023-06-08 09:31:46
尸仙男,保密,"【老鼠:水刑么，冲个凉而已-哔哩哔哩】 https://b23.tv/k5is9PG
虐杀小动物，还配这么欢乐的bgm，以后一定是虾仁饭😡",,1级评论,6,12,2023-03-02 22:51:32
宝贝打不过快跑啊,保密,回复 @玖愔与山竹0w0 :谁规定的不能做宠物？,尸仙男,2级评论,5,4,2023-03-23 23:35:40
追忆丶君莫笑,男,回复 @魔法愔酱 :野外的又怎么了，我养宠物鼠，你们就不能虐鼠[微笑],尸仙男,2级评论,6,1,2023-05-04 22:32:25
账号已注销,保密,爱xx人士是无穷无尽的，反xx的人也是无穷无尽的，二者以一种特殊的规律存在，中立派也是有的，但存在感太低,,1级评论,0,12,2024-01-22 19:33:47
一顿三个小恶魔,保密,它今天敢虐猫，明天就敢虐人，就应该关起来不给释放，甚至觉得用＂它＂字都侮辱动物了[辣眼睛],,1级评论,6,12,2023-03-02 01:24:09
方士-,男,因为它有可能会虐人，所以先去虐它一顿让它体会一下痛楚是吧🤣,一顿三个小恶魔,2级评论,6,4,2023-03-02 10:52:24
十四蜘蛛,保密,太虐人了,一顿三个小恶魔,2级评论,3,2,2023-03-02 02:15:19
江砚漓,女,变态遇上了偏激,,1级评论,5,12,2023-03-01 18:27:33
佐佐幸福快乐猫,保密,"不认字是吧，不认账是吧[调皮]你妈生你，眼睛落肚里了？？？？？杰克辣条不仅是虐猫，还传播血腥视频及幼女视频，还是台独分子，他自己亲口说过虐猫是因为猫叫声和女人婴儿的很像，就是婴儿不好偷犯法。它们虐猫群里面有人公开表达过想要虐人的想法，它们团队现在开始拉初中生进虐猫群，想要扭曲未成年的心理。这已经不单是虐猫的问题了！我希望不要只把问题聚焦在虐猫上，关注一下虐猫背后对社会，孩子的影响。
英国犯罪学家曾有调查表明世界上百分之97%的变态/连锁杀人犯曾在幼时或者青年时期表现出强烈的虐待/虐杀动物倾向....残酷地对待动物会使人变得残忍，在不同的动物身上练手获得虐杀的快感)直到鼓起勇气或者找到机会去杀人! ! !在美国联邦调查局用计算机分析连环强奸犯和连环杀人犯时，发现这些人通常都会具备一个共同点:曾虐待动物。于是，故意虐待动物被作为衡量严重心理问题的重要指标，被《标准精神疾病诊断治疗手册》作为判断精神疾病和情绪控制失调的诊断标准之一。我女儿18岁时便宜一定不能让人先占去，我要自己先享受一下女儿一一杰克辣条

虐猫时猫的叫声像婴儿，可惜婴儿不好下手。----杰克辣条
请问列位识字吧各位！而且重要的是，虐待之流正在疯狂毒害中国的青少年！严重影响中国广大青少年的心理健康！虐待之流危害社会！污染中国的青少年！！！！！！视人命为草芥！！！支持立法！法律可以不停完善！可以约束伺养者，和虐待者！！！！你们这群为杰克辣条之流辩护的辣鸡，不要再偷换概念，以偏概全了！呸！",江砚漓,2级评论,5,1,2023-05-31 17:20:46
佐佐幸福快乐猫,保密,混淆视听，胡说八道。[调皮]以为高明，实则傻帽。,江砚漓,2级评论,5,0,2023-05-31 17:20:38
人在亚楠飚轮椅,女,老实说，我客观的来说，打人肯定犯法，肯定是要被追究刑事责任的，我也支持追究责任，但是这种故意以领养名义骗猫去虐杀的渣滓，这种人真的是心理扭曲的恶魔，以弱者的痛苦为食的怪胎，这种人真的建议大家看到都避开一点，它们基本对弱者毫无同情心可言。,,1级评论,6,12,2023-03-01 18:46:22
渐渐776,男,敢虐我的🐱爹？必须死刑！必须枪毙！今天敢虐猫，明天就敢杀人！这种杀人犯留着他干嘛？强烈建议虐猫入法判死刑！,,1级评论,5,11,2023-12-09 13:09:14
进击的传奇队长,保密,动保和环保主义者一律当eto镇压,,1级评论,6,11,2023-05-23 19:34:36
MIvo的小尾巴2,男,其实他告诉大家虐猫手段的时候心里是很爽的，类似于暴露狂的心态,,1级评论,6,11,2023-03-01 21:35:20
decent20191231,保密,这些动物保护的人里会不会对人做出过激行为？,,1级评论,5,11,2024-01-14 23:25:36
只因里希吼姆拉,保密,狗本来就会咬人，更不用说还是疯狗,decent20191231,2级评论,5,2,2024-01-21 12:00:15
Auto的奥拓大人,保密,殴打、非法拘禁怎么的也要抓起来啊,,1级评论,5,11,2024-01-05 23:09:50
王王淑芬,保密,回复 @锦锦r :[星星眼]爱猫人士来了,Auto的奥拓大人,2级评论,6,12,2024-01-07 02:40:40
宅东刚度,保密,回复 @王王淑芬 :猫孝子干的事情闭口不谈，虐猫咪比虐人都严重。可以看出这些孝子有多逆天了。他们父母生下来，他们就是为了给出生服务的。,Auto的奥拓大人,2级评论,5,10,2024-01-07 12:30:18
Missssssser,男,猫咪虐鸟，坏人虐猫咪，”好人“虐坏人，搞笑,,1级评论,6,11,2023-04-02 03:29:31
滴嘟咸鱼,男,别发鸟，换本土小动物，不然一会儿有人寻着味儿就给你扣爱鸟人士的帽子[doge],Missssssser,2级评论,5,1,2023-04-05 20:05:59
账号已注销,保密,这么残忍的变态该打,,1级评论,0,11,2023-03-01 18:52:13
緘口不言,保密,我只看到一群暴民在侵犯一名公民的人身安全。,,1级评论,6,11,2023-07-02 23:17:27
圆叽元宝纯袁茶姬,女,连环杀手三大特征：喜欢纵火，小时候尿床，虐待动物。,,1级评论,5,11,2023-03-02 02:15:58
脱碳甲醛与氢氧化氢,男,所以罪犯都有一个共同特征，就是已经犯罪了。,圆叽元宝纯袁茶姬,2级评论,6,9,2023-03-12 05:12:04
圆叽元宝纯袁茶姬,女,回复 @脱碳甲醛与氢氧化氢 :你的意思是不能进行有罪推论，是吧?确实，反社会人格在没犯罪前，我们拿他们没办法，但识别出来后，至少可以躲远一点,圆叽元宝纯袁茶姬,2级评论,5,1,2023-03-12 16:37:57
情浅梦深の浅梦,保密,"不管怎么说，打人都是不对的，但前提得是对方是人[藏狐]
这种不当人的东西真希望也能让它也体会体会那些被虐动物的痛楚，可惜法律救了它一命",,1级评论,6,11,2023-03-01 23:02:50
辩shi哥,保密,法律认为他是人，但这六人认为它不是，于是去践踏法律，最后死翘翘了[大笑],情浅梦深の浅梦,2级评论,5,0,2023-07-21 20:07:00
__仰望星空__,保密,他们算什么动保人士，真正的动保人士都在和偷猎者对决,情浅梦深の浅梦,2级评论,6,0,2023-05-05 02:56:27
福福憨憨-,保密,应该建立动物保护法，对虐猫的人进行判刑吧,,1级评论,5,12,2023-03-01 22:36:28
荔枝干嘛哎呦,保密,你不要搞笑了，哪怕杀大熊猫，也没有判死刑，猫还能比熊猫珍贵吗？一看你就是那种没有理智的所谓爱猫人士,福福憨憨-,2级评论,4,8,2023-03-04 16:31:25
天者行g,保密,判刑也不合适，但是这是他的私有财产,福福憨憨-,2级评论,5,6,2023-03-02 19:11:42
全靠同行衬托哈,保密,拍视视频的已经侵犯人权了吧，我想问最后不用负责任的吗？中国并没有关于保护猫的法案，公民更没有权利控制他人，有事情你可以报警，拍摄视频是干嘛的？,,1级评论,6,104,2023-03-09 13:52:38
尹青月,保密,因为他虐猫还发网上呗，被揍也活该，双方都不对喽,全靠同行衬托哈,2级评论,6,18,2023-03-16 15:42:21
绿云盖顶的人间青草地,保密,估计想别人社死，想拍给给毛孩找领养的协会机构看把,全靠同行衬托哈,2级评论,5,8,2023-03-12 16:31:52
二次元1086,男,两边都不是好东西，那些说虐动物就会虐人的，动物保护协会的就直接开始虐人了[doge],,1级评论,5,19,2023-03-03 21:23:11
追忆丶君莫笑,男,回复 @一口热水慰平生 :你爽了，他们踩缝纫机[微笑],二次元1086,2级评论,6,8,2023-05-04 00:45:01
追忆丶君莫笑,男,回复 @一口热水慰平生 :有没有一种可能，罪犯是坏人[微笑],二次元1086,2级评论,6,7,2023-05-04 12:25:41
润滑1988,男,搞私刑？这不被抓？,,1级评论,6,11,2023-03-02 22:57:00
亿万富翁洛小羿,男,都被抓了,润滑1988,2级评论,5,1,2023-03-03 11:01:06
SANI_BROWN,保密,哈哈，发现一个很幽默的事情，把评论区人口中的流浪猫咪换成老鼠，你们再去体会下感觉。你就会发现他们究竟有多虚伪，他们口口声声的反虐待，反暴力，杜绝未来杀人犯等等。只是为了保护他们认为的可爱动物的借口”,,1级评论,4,17,2023-11-28 00:30:55
账号已注销,保密,正确的,SANI_BROWN,2级评论,0,1,2023-12-08 23:31:33
布里吉塔的护甲包,男,我也不是特别爱猫人士，但这种行为真的是个人都觉得残忍,,1级评论,6,22,2023-03-02 02:54:10
生煎怂包,女,这个人是不是和杰克辣条一个群的呀？,,1级评论,2,16,2023-05-13 22:16:21
烟波渔火愁,男,滥用私刑的蠢货和一个虐待癖变态,,1级评论,5,10,2024-01-10 18:21:34
枫丹大明星,保密,这人顶多是道德败坏，控制他的人妥妥的是罪犯,,1级评论,6,10,2023-03-12 11:40:01
账号已注销,保密,一边心理阴暗一边性情冲动，[吃瓜]666。虐猫的罚款，威胁人的拘留,,1级评论,0,10,2023-03-02 00:26:18
阿卡基号,保密,真厉害，这么多人欺负一个。要是真有本事去和非洲保护区偷猎者干去，他们厉害。偷猎者拔象牙，割犀牛角的时候咋没见着这群人啊[吃瓜],,1级评论,6,12,2023-03-03 14:05:42
阿卡基号,保密,回复 @起个名字巨难啊 :那为啥不敢跟偷猎者打呢？偷猎者不比他还可恨。不会是因为他们手里有枪吧[大笑],阿卡基号,2级评论,6,8,2023-03-03 15:30:37
起个名字巨难啊,保密,他是故意领养别人的猫，虐待发视频给领养人看，嘲讽挑衅，故意恶心人的，但凡他正常点会被打？,阿卡基号,2级评论,6,6,2023-03-03 14:11:42
bili_482377903,保密,想起来把猫当角色虐杀的人了[藏狐],,1级评论,5,10,2023-03-01 22:26:39
风之嵐,男,那货也早被扒出来是个虐杀猫的惯犯了  只不过那次拿着散兵做借口而已[藏狐],bili_482377903,2级评论,6,3,2023-03-01 22:29:54
超级本子喵,女,那个纯属就是想发泄自己变态欲望,bili_482377903,2级评论,6,2,2023-03-01 22:27:02
Airisssss,女,你说你流浪猫杀了也就杀了，怎么还去领养再杀呢，那你这是有点反社会人格啊,,1级评论,6,12,2024-01-24 01:50:40
账号已注销,保密,警察抓他不是因为他虐猫爹，是因为传播血腥视频,,1级评论,0,9,2024-01-13 16:36:57
姓科名比爱喝冰红茶,保密,最后警方处理那几个爱猫人士太赞了[给心心],,1级评论,5,455,2023-09-03 21:55:36
bili_1526469753,保密,支持 囚禁并打人者必须承担相应的法律后果,姓科名比爱喝冰红茶,2级评论,3,130,2024-01-28 17:26:23
对对嗯嗯,保密,回复 @Kerry-Cizuqe :我也nue猫，怎么了😆,姓科名比爱喝冰红茶,2级评论,4,103,2024-02-04 14:46:57
骨灰炸弹,男,评论区的理中客，估计也是虐猫人士，大家远离这种心理变态的人[嫌弃][嫌弃][嫌弃][嫌弃],,1级评论,5,9,2023-05-10 03:11:10
餘生永遠悲傷,男,打人者必须受到惩罚,,1级评论,5,9,2023-03-02 21:25:12
片羽の天使,男,"尿床、纵火和虐待动物，对应的分别是生理自控力缺陷，理性风险控制能力缺陷，和本能的侵略性，组合起来就是纵欲 不计后果 且喜爱攻击性行为。
    一个虐杀动物的人，不一定会发展到杀人，因为他们至少还有风险控制能力，知道只能欺负弱小以及不违反法律才能低风险满足自己的欲望。但他还没有摆脱发视频寻求心理优越感的纵欲心理，因此确实该教训一顿，不然成功体验太多，施暴目标可能会上升到弱势群体。如果一个人只是偷偷摸摸地虐待动物而能不被人发现，那他大概能忍一辈子不杀人。
    但同时借助正义之名虐人的人，同样满足条件，只是在行恶前需要让自己出师有名罢了，有理由就会释放的冲动与侵略性，自以为站在舆论优势就能超越法律的不完善的风险控制。某种意义上这类人更加可怕，他们甚至不偷偷摸摸，还自诩正义，相信战争乱世一定是纳粹吧。",,1级评论,6,9,2023-03-06 19:02:59
